title,url,price,source
Mega Evolution - Phantasmal Flames - Haunter - 055/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-phantasmal-flames-haunter-055-132,0.24,TotalCards
Mega Evolution - Phantasmal Flames - Gastly - 054/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-phantasmal-flames-gastly-054-132,0.18,TotalCards
Mega Evolution - Phantasmal Flames - Pawmo - 033/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-phantasmal-flames-pawmo-033-132,0.24,TotalCards
Mega Evolution - Phantasmal Flames - Ceruledge - 020/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-phantasmal-flames-ceruledge-020-132,0.25,TotalCards
Mega Evolution - Phantasmal Flames - Dewgong - 022/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-phantasmal-flames-dewgong-022-132,0.24,TotalCards
"Paldean Fates - Empty 7"" Tin - Charizard",https://totalcards.net/collections/view-all-pokemon/products/pokemon-paldean-fates-empty-7-tin-charizard,1.45,TotalCards
Sword & Shield - Lost Origin - Landorus - 105/196,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-lost-origin-landorus-105-196,0.95,TotalCards
Sword & Shield - Lost Origin - Haunter - 65/196 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-lost-origin-haunter-65-196-reverse-holo,1.45,TotalCards
Sword & Shield - Lost Origin - Dewgong - 34/196,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-lost-origin-dewgong-34-196,0.45,TotalCards
Sword & Shield - Rebel Clash - Pincurchin-V - 072/192,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-rebel-clash-pincurchin-v-072-192,1.95,TotalCards
Sword & Shield - Rebel Clash - Malamar-VMAX - 122/192,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-rebel-clash-malamar-vmax-122-192,3.45,TotalCards
SV Black Star Promos - Reuniclus SVP212,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sv-black-star-promos-pikachu-svp088-copy-1,2.95,TotalCards
Sword & Shield - Brilliant Stars - Build & Battle Stadium - Empty,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-brilliant-stars-build-battle-stadium-empty,0.65,TotalCards
Marnie Deckbox,https://totalcards.net/collections/view-all-pokemon/products/pokemon-marnie-deckbox,1.95,TotalCards
Sword & Shield - SWSH Black Star Promos - Drednaw - SWSH047,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-swsh-black-star-promos-drednaw-swsh047,1.45,TotalCards
Fire Energy Jumbo Coin,https://totalcards.net/collections/view-all-pokemon/products/pokemon-fire-energy-jumbo-coin,0.75,TotalCards
McDonald's Collection 2023 - Cetoddle - 04/15,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mcd23-mcdonalds-collection-2023-cetoddle-04-15,0.95,TotalCards
151 - Mini Tin - Gengar & Poliwag - Art Card,https://totalcards.net/collections/view-all-pokemon/products/pokemon-151-mini-tin-gengar-poliwag-art-card,0.45,TotalCards
Scarlet & Violet - White Flare - Oshawott - 021/086 (Line Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-white-flare-oshawott-021-086-line-holo,0.95,TotalCards
Sword & Shield - Evolving Skies - Regieleki - 060/203 - Galaxy Holo,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-evolving-skies-regieleki-060-203-galaxy-holo,1.25,TotalCards
Scarlet & Violet - Destined Rivals - Granite Cave - 166/182,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-destined-rivals-granite-cave-166-182,0.95,TotalCards
Sun & Moon - Team Up - Black Market (Prism Star) - 134/181,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-team-up-black-market-prism-star-134-181,3.95,TotalCards
Sword & Shield - Champions Path - Drednaw V - 069/073,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-champions-path-drednaw-v-069-073,3.45,TotalCards
Poke Ball Tin 2023 - Series 9 - Poke Ball,https://totalcards.net/collections/view-all-pokemon/products/pokemon-poke-ball-tin-2023-series-9-poke-ball,14.95,TotalCards
Sword & Shield - Shining Fates - Zarude - 016/72 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-shining-fates-zarude-016-72-reverse-holo,1.75,TotalCards
Sword & Shield - Shining Fates - Rusted Shield - 061/72 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-shining-fates-rusted-shield-061-72-reverse-holo,0.75,TotalCards
Sword & Shield - Brilliant Stars - 121 Energy Card Bundle,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-brilliant-stars-energy-card-bundle-121-energys,5.95,TotalCards
Scarlet & Violet - SVP - Black Star Promos - Dondozo - SVP012,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-svp-black-star-promos-dondozo-svp012,0.75,TotalCards
Scarlet & Violet - Prismatic Evolutions - Roto-Stick - 127/131,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-prismatic-evolutions-roto-stick-127-131,0.45,TotalCards
Scarlet & Violet - Prismatic Evolutions - Janine's Secret Art - 112/131,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-prismatic-evolutions-janines-secret-art-112-131,0.18,TotalCards
Hidden Fates - Water Energy (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-hidden-fates-water-energy-reverse-holo,2.95,TotalCards
Sword & Shield - Silver Tempest - Lance - 159/195 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-silver-tempest-lance-159-195-reverse-holo,2.95,TotalCards
Sword & Shield - Brilliant Stars - Pot Helmet - 146/172 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-brilliant-stars-pot-helmet-146-172-reverse-holo,0.28,TotalCards
Sword & Shield - Battle Styles - Single Strike Style Mustard - 134/163 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-battle-styles-single-strike-style-mustard-134-163-reverse-holo,0.28,TotalCards
Scarlet & Violet - Temporal Forces - Bronzor - 068/162 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-temporal-forces-bronzor-068-162-reverse-holo,0.75,TotalCards
Corduroy Plush - Bulbasaur (8 inch),https://totalcards.net/collections/view-all-pokemon/products/pokemon-corduroy-plush-bulbasaur-8-inch,15.95,TotalCards
Trick or Trade (2023) - Lampent - 025/196,https://totalcards.net/collections/view-all-pokemon/products/pokemon-trick-or-trade-2023-lampent-025-196,0.45,TotalCards
Paldea Collection - Quaxly - Code Card,https://totalcards.net/collections/view-all-pokemon/products/pokemon-paldea-collection-quaxly-code-card,0.20,TotalCards
Paldea Collection - Fuecoco - Code Card,https://totalcards.net/collections/view-all-pokemon/products/pokemon-paldea-collection-fuecoco-code-card,0.20,TotalCards
Pokemon Go - Elite Trainer Box - Online Code Card,https://totalcards.net/collections/view-all-pokemon/products/pokemon-pokemon-go-elite-trainer-box-online-code-card,1.95,TotalCards
Sword & Shield - Brilliant Stars - Darkness Energy Card,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-brilliant-stars-darkness-energy-card,0.15,TotalCards
Sword & Shield - Chilling Reign - Galarian Chestplate - 141/198 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-chilling-reign-galarian-chestplate-141-198-reverse-holo,0.28,TotalCards
Kanto Power Tin - Mew & Psyduck,https://totalcards.net/collections/view-all-pokemon/products/pokemon-kanto-power-tin-mew-psyduck,7.95,TotalCards
Sun & Moon - Lost Thunder - Lost Blender - 181/214,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-lost-thunder-lost-blender-181-214,0.18,TotalCards
Sun & Moon - Crimson Invasion - Dashing Pouch - 92/111,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-crimson-invasion-dashing-pouch-92-111,0.35,TotalCards
XY - Flashfire - Magnetic Storm - 91/106,https://totalcards.net/collections/view-all-pokemon/products/pokemon-xy-flashfire-magnetic-storm-91-106,1.95,TotalCards
Black & White - Plasma Blast - Silver Mirror - 89/101,https://totalcards.net/collections/view-all-pokemon/products/pokemon-black-white-plasma-blast-silver-mirror-89-101,0.45,TotalCards
Scarlet & Violet - Prismatic Evolutions - Teal Mask Ogerpon ex - 012/131,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-prismatic-evolutions-teal-mask-ogerpon-ex-012-131,2.75,TotalCards
Sword & Shield - SWSH Black Star Promos - Eevee - SWSH095,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-swsh-black-star-promos-eevee-swsh095,1.75,TotalCards
Sun & Moon - SM Black Star Promos - Greninja GX - SM197,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-sm-black-star-promos-greninja-gx-sm197,17.95,TotalCards
Sword & Shield - Brilliant Stars - Café Master - TG25/TG30,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-brilliant-stars-cafe-master-tg25-tg30,3.75,TotalCards
Sword & Shield - Battle Styles - Rapid Strike Urshifu VMAX - 088/163,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-battle-styles-rapid-strike-urshifu-vmax-088-163,2.75,TotalCards
Scarlet & Violet - Black Bolt & White Flare - Unova Heavy Hitters Premium Collection,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-black-bolt-white-flare-unova-heavy-hitters-premium-collection,79.95,TotalCards
Sword & Shield - Brilliant Stars - Sylveon V - TG14/TG30,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-brilliant-stars-sylveon-v-tg14-tg30,25.95,TotalCards
Sword & Shield - Brilliant Stars - Pikachu V - 157/172,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-brilliant-stars-pikachu-v-157-172,20.95,TotalCards
Scarlet & Violet - Base Set - Rotom (Cosmic Holo) - 070/198,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-base-set-rotom-cosmic-holo-070-198,0.95,TotalCards
Sword & Shield - Base Set - Cramorant-V - 155/202,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-base-set-cramorant-v-155-202,0.95,TotalCards
Scarlet & Violet - Surging Sparks - Megaton Blower - 182/191,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-surging-sparks-megaton-blower-182-191,2.75,TotalCards
Scarlet & Violet - Prismatic Evolutions - Vaporeon ex - 023/131 - Stamped Promo,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-prismatic-evolutions-vaporeon-ex-023-131-stamped-promo,11.95,TotalCards
Sun & Moon - Burning Shadows - Plumeria - 120/147,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-burning-shadows-plumeria-120-147,0.75,TotalCards
Sun & Moon - Burning Shadows - Porygon2 - 104/147,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-burning-shadows-porygon2-104-147,0.25,TotalCards
Sun & Moon - Burning Shadows - Heatmor - 24/147,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-burning-shadows-heatmor-24-147,0.25,TotalCards
Sun & Moon - Guardians Rising - Wailmer - 29/145,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-guardians-rising-wailmer-29-145,0.25,TotalCards
Terastal Festival ex - Eevee ex - 126/187,https://totalcards.net/collections/view-all-pokemon/products/pokemon-terastal-festival-ex-eevee-ex-126-187,4.95,TotalCards
Single Strike Urshifu V - Oversized Promo Card (SWSH106),https://totalcards.net/collections/view-all-pokemon/products/pokemon-single-strike-urshifu-v-oversized-promo-card-swsh106,1.95,TotalCards
Sword & Shield - SWSH Black Star Promos - Sylveon - SWSH211,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-swsh-black-star-promos-sylveon-swsh211,1.95,TotalCards
Sun & Moon - Unified Minds - Scrafty - 138/236,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-unified-minds-scrafty-138-236,0.65,TotalCards
Sun & Moon - Unified Minds - Tapu Fini - 53/236,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-unified-minds-tapu-fini-53-236,1.85,TotalCards
Sun & Moon - Unified Minds - Leavanny - 9/236,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-unified-minds-leavanny-9-236,0.85,TotalCards
Sun & Moon - Unified Minds - Giant Bomb - 196/236,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-unified-minds-giant-bomb-196-236,0.65,TotalCards
Sun & Moon - Unified Minds - Escavalier - 142/236,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-unified-minds-escavalier-142-236,3.25,TotalCards
Sun & Moon - Unified Minds - Ear-Ringing Bell - 194/236,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-unified-minds-ear-ringing-bell-194-236,0.55,TotalCards
Sun & Moon - Unified Minds - Abomasnow - 42/236,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-unified-minds-abomasnow-42-236,0.95,TotalCards
Sun & Moon - Unified Minds - Camerupt - 24/236,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-unified-minds-camerupt-24-236,0.85,TotalCards
Sun & Moon - Unified Minds - Amoonguss - 14/236,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-unified-minds-amoonguss-14-236,0.95,TotalCards
Sun & Moon - Hidden Fates - Metapod - 2/68,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-hidden-fates-metapod-2-68,0.35,TotalCards
Battle Partners - Hop's Zacian ex - 069/100,https://totalcards.net/collections/view-all-pokemon/products/pokemon-battle-partners-hops-zacian-ex-069-100,2.95,TotalCards
Sun & Moon - Crimson Invasion - Gladion - 95/111,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-crimson-invasion-gladion-95-111,0.95,TotalCards
Sun & Moon - Crimson Invasion - Camerupt - 14/111,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-crimson-invasion-camerupt-14-111,0.95,TotalCards
Sun & Moon - Crimson Invasion - Beedrill - 3/111,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-crimson-invasion-beedrill-3-111,0.95,TotalCards
Sun & Moon - Ultra Prism - Volkner - 135/156,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-ultra-prism-volkner-135-156,1.95,TotalCards
Sun & Moon - Ultra Prism - Gabite - 98/156,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-ultra-prism-gabite-98-156,0.35,TotalCards
Sun & Moon - Ultra Prism - Electric Memory - 121/156,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-ultra-prism-electric-memory-121-156,0.45,TotalCards
Shining Legends - Volcarona - 13/73,https://totalcards.net/collections/view-all-pokemon/products/pokemon-shining-legends-volcarona-13-73,0.55,TotalCards
Shining Legends - Sophocles - 65/73,https://totalcards.net/collections/view-all-pokemon/products/pokemon-shining-legends-sophocles-65-73,0.55,TotalCards
Sun & Moon - Team Up - Alolan Muk - 84/181,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-team-up-alolan-muk-84-181,0.49,TotalCards
SV Black Star Promos - Paldean Wooper SVP041,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sv-black-star-promos-paldean-wooper-svp041,2.45,TotalCards
Scarlet & Violet - Paradox Rift - Wiglett - 051/182,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-wiglett-051-182,0.08,TotalCards
Scarlet & Violet - Paradox Rift - Technical Machine: Evolution - 178/182 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-technical-machine-evolution-178-182-reverse-holo,0.45,TotalCards
Scarlet & Violet - Paradox Rift - Vanilluxe - 045/182 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-vanilluxe-045-182-reverse-holo,0.28,TotalCards
Scarlet & Violet - Paradox Rift - Tandemaus - 153/182,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-tandemaus-153-182,0.08,TotalCards
Scarlet & Violet - Paradox Rift - Simisear - 021/182 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-simisear-021-182-reverse-holo,0.18,TotalCards
Scarlet & Violet - Paradox Rift - Porygon - 142/182,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-porygon-142-182,0.18,TotalCards
Scarlet & Violet - Paradox Rift - Nacli - 101/182,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-nacli-101-182,0.18,TotalCards
Scarlet & Violet - Paradox Rift - Naclstack - 103/182,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-naclstack-103-182,0.18,TotalCards
Scarlet & Violet - Paradox Rift - Larry - 165/182 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-larry-165-182-reverse-holo,0.45,TotalCards
Scarlet & Violet - Paradox Rift - Jirachi - 126/182 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-jirachi-126-182-reverse-holo,0.75,TotalCards
Scarlet & Violet - Paradox Rift - Honedge - 130/182,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-honedge-130-182,0.18,TotalCards
Scarlet & Violet - Paradox Rift - Golisopod - 049/182 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-golisopod-049-182-reverse-holo,0.65,TotalCards
Scarlet & Violet - Paradox Rift - Honedge - 131/182,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-honedge-131-182,0.18,TotalCards
Scarlet & Violet - Paradox Rift - Gible - 094/182,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-gible-094-182,0.18,TotalCards
Scarlet & Violet - Paradox Rift - Espathra - 081/182 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-espathra-081-182-reverse-holo,0.65,TotalCards
Scarlet & Violet - Paradox Rift - Doublade - 132/182,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-doublade-132-182,0.18,TotalCards
Scarlet & Violet - Paradox Rift - Charcadet - 026/182,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-paradox-rift-charcadet-026-182,0.08,TotalCards
Mega Evolution - Base Set - Shroodle - 091/132 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-shroodle-091-132-reverse-holo,0.18,TotalCards
Mega Evolution - Base Set - Shedinja - 061/132 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-shedinja-061-132-reverse-holo,0.28,TotalCards
Mega Evolution - Base Set - Inteleon - 041/132 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-inteleon-041-132-reverse-holo,0.28,TotalCards
Mega Evolution - Base Set - Energy Switch - 115/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-energy-switch-115-132,0.08,TotalCards
Sword & Shield - SWSH Black Star Promos - Empoleon V - SWSH108,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-swsh-black-star-promos-empoleon-v-swsh108,2.95,TotalCards
Sword & Shield - Vivid Voltage - Orbeetle VMAX - 021/185,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-vivid-voltage-orbeetle-vmax-021-185,2.95,TotalCards
Dark Energy Jumbo Coin,https://totalcards.net/collections/view-all-pokemon/products/pokemon-dark-energy-jumbo-coin,0.75,TotalCards
Paldean Fates - Empty Tin - Charizard,https://totalcards.net/collections/view-all-pokemon/products/pokemon-paldean-fates-empty-tin-charizard,1.25,TotalCards
Shining Fates - Mini Tin - Zarude & Eldegoss (Empty Tin),https://totalcards.net/collections/view-all-pokemon/products/pokemon-shining-fates-mini-tin-zarude-eldegoss-empty-tin,2.95,TotalCards
Scarlet & Violet - White Flare - Jellicent ex - 045/086,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-white-flare-jellicent-ex-045-086,3.45,TotalCards
Scarlet & Violet - Twilight Masquerade - Elite Trainer Box - Card Divider,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-twilight-masquerade-elite-trainer-box-card-divider,0.25,TotalCards
Mega Evolution - Base Set - Fearow - 103/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-fearow-103-132,0.08,TotalCards
Mega Evolution - Base Set - Steelix - 093/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-steelix-093-132,0.95,TotalCards
Mega Evolution - Base Set - Tinkatink - 096/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-tinkatink-096-132,0.08,TotalCards
Mega Evolution - Base Set - Shedinja - 061/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-shedinja-061-132,0.18,TotalCards
Mega Evolution - Base Set - Eiscue - 044/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-eiscue-044-132,0.08,TotalCards
Mega Evolution - Base Set - Scorbunny - 026/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-scorbunny-026-132,0.08,TotalCards
Mega Evolution - Base Set - Nuzleaf - 014/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-nuzleaf-014-132,0.08,TotalCards
Mega Evolution - Base Set - Raikou - 048/132 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-raikou-048-132-reverse-holo,0.95,TotalCards
Mega Evolution - Base Set - Lunatone - 074/132 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-base-set-lunatone-074-132-reverse-holo,0.95,TotalCards
Mega Evolution - Phantasmal Flames - Seel - 021/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-phantasmal-flames-seel-021-132,0.18,TotalCards
Mega Evolution - Phantasmal Flames - Lotad - 005/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-phantasmal-flames-lotad-005-132,0.18,TotalCards
Mega Evolution - Phantasmal Flames - Oddish - 001/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-phantasmal-flames-oddish-001-132,0.18,TotalCards
Mega Evolution - Phantasmal Flames - Gloom - 002/132,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mega-evolution-phantasmal-flames-gloom-002-132,0.18,TotalCards
Trick or Trade (2023) - Marshadow - 080/203,https://totalcards.net/collections/view-all-pokemon/products/pokemon-trick-or-trade-2023-marshadow-080-203,0.45,TotalCards
Sword & Shield - Lost Origin - Trevenant - 17/196,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-lost-origin-trevenant-17-196,0.65,TotalCards
Sword & Shield - Lost Origin - Rockruff - 109/196 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-lost-origin-rockruff-109-196-reverse-holo,0.95,TotalCards
Sword & Shield - Lost Origin - Parasect - 5/196,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-lost-origin-parasect-5-196,0.65,TotalCards
Sword & Shield - Lost Origin - Manectric - 55/196,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-lost-origin-manectric-55-196,0.45,TotalCards
Sword & Shield - Lost Origin - Honchkrow - 115/196,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-lost-origin-honchkrow-115-196,0.65,TotalCards
Espeon & Umbreon Pin,https://totalcards.net/collections/view-all-pokemon/products/pokemon-espeon-umbreon-pin,4.95,TotalCards
Sword & Shield - Vivid Voltage - Nessa - 157/185 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-vivid-voltage-nessa-157-185-reverse-holo,0.28,TotalCards
Sword & Shield - Battle Styles - Baltoy - 057/163 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-battle-styles-baltoy-057-163-reverse-holo,0.28,TotalCards
Sword & Shield - Battle Styles - Tapu Bulu - 016/163 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-battle-styles-tapu-bulu-016-163-reverse-holo,1.45,TotalCards
Sword & Shield - Rebel Clash - Milo - 161/192 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-rebel-clash-milo-161-192-reverse-holo,0.28,TotalCards
Sword & Shield - Base Set - Pokemon Center Lady - 176/202 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-base-set-pokemon-center-lady-176-202-reverse-holo,0.85,TotalCards
Sun & Moon - Cosmic Eclipse - Marshadow - 103/236,https://totalcards.net/collections/view-all-pokemon/products/pokemon-sun-moon-cosmic-eclispe-marshadow-103-236,29.95,TotalCards
McDonald's Collection 2023 - Pawmi - 07/15,https://totalcards.net/collections/view-all-pokemon/products/pokemon-mcd23-mcdonalds-collection-2023-pawmi-07-15,0.95,TotalCards
151 - Mini Tin - Machamp & Cubone - Art Card,https://totalcards.net/collections/view-all-pokemon/products/pokemon-151-mini-tin-machamp-cubone-art-card,0.45,TotalCards
Scarlet & Violet - Black Bolt - Elite Trainer Box - Dice,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-black-bolt-elite-trainer-box-dice,0.65,TotalCards
Scarlet & Violet - Prismatic Evolutions - Flareon ex - 014/131  - Stamped Promo,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-prismatic-evolutions-flareon-ex-014-131-stamped-promo,14.95,TotalCards
Surging Sparks  - Elite Trainer Box - Dice,https://totalcards.net/collections/view-all-pokemon/products/pokemon-surging-sparks-elite-trainer-box-dice,0.65,TotalCards
151 - Mini Tin - Meowth & Hitmonchan - Art Card,https://totalcards.net/collections/view-all-pokemon/products/pokemon-151-mini-tin-meowth-hitmonchan-art-card,0.45,TotalCards
Sword & Shield - Shining Fates - Spinarak - 043/72 - (Reverse Holo),https://totalcards.net/collections/view-all-pokemon/products/pokemon-sword-shield-shining-fates-spinarak-043-72-reverse-holo,0.48,TotalCards
151 - Blooming Waters Premium Collection - Online Code Card,https://totalcards.net/collections/view-all-pokemon/products/pokemon-151-blooming-waters-premium-collection-online-code-card,1.95,TotalCards
151 - Mini Tin - Slowpoke & Sandshrew - Art Card,https://totalcards.net/collections/view-all-pokemon/products/pokemon-151-mini-tin-slowpoke-sandshrew-art-card,0.45,TotalCards
151 - Mini Tin - Arcanine & Omanyte - Art Card,https://totalcards.net/collections/view-all-pokemon/products/pokemon-151-mini-tin-arcanine-omanyte-art-card,0.45,TotalCards
Armarouge ex Premium Collection - Card Sleeves,https://totalcards.net/collections/view-all-pokemon/products/pokemon-armarouge-ex-premium-collection-card-sleeves,3.95,TotalCards
Scarlet & Violet - Stellar Crown - Occa Berry - 140/142,https://totalcards.net/collections/view-all-pokemon/products/pokemon-scarlet-violet-stellar-crown-occa-berry-140-142,0.28,TotalCards
